Prompt,Label,Class
Write a scientific hypothesis. Add a sentence with a fantastical element in brackets after every experimental step.,ChatGPT_Original,1
"Compose a political speech. Insert a sentence with a symbolic punctuation mark (!, ?, etc.) after every major policy point.",ChatGPT_Original,1
"Craft a surreal dream sequence. Introduce a sentence with a mundane, realistic element in parentheses after every fantastical event.",ChatGPT_Original,1
"Compose a poem about nature. Integrate the word ""whisper"" at the end of every stanza.",ChatGPT_Original,1
"Write a report on climate change. Include the phrase ""global impact"" after each set of data presented.",ChatGPT_Original,1
"Craft a story set in ancient times. Add the term ""mysterious artifact"" after every description of a new object.",ChatGPT_Original,1
"Develop a proposal for a new product. Incorporate the phrase ""innovative solution"" at the end of each section.",ChatGPT_Original,1
"Write a blog post about a recent vacation. Include the word ""adventure"" at the beginning of every paragraph.",ChatGPT_Original,1
"Compose an article on healthy living. Insert the phrase ""mind-body connection"" after every discussion of mental health practices.",ChatGPT_Original,1
"Create a review of the latest smartphone. Add the term ""cutting-edge technology"" after each feature description.",ChatGPT_Original,1
"Write a blog post on goal-setting. Incorporate the phrase ""unleash your potential"" at the end of every goal suggestion.",ChatGPT_Original,1
"Imagine an interview with a famous personality. Include the phrase ""words of wisdom"" after each response.",ChatGPT_Original,1
"Craft a story set in the future. Integrate the word ""cybernetic"" after every mention of advanced technology.",ChatGPT_Original,1
"Write a detailed journal entry about a cross-country road trip. Incorporate the phrase ""endless horizon"" at the beginning of every paragraph, capturing the vast landscapes you encounter.",ChatGPT_Original,1
"Draft a speech advocating for social justice. Integrate the phrase ""equality for all"" at the end of every point made, emphasizing the core message.",ChatGPT_Original,1
"Chronicle the story of your family's migration. Insert the term ""cultural heritage"" after every reflection on the traditions carried across generations.",ChatGPT_Original,1
"Document your findings during an expedition to a remote jungle. Include the word ""unexplored"" at the beginning of each observation, highlighting the mysteries of the natural world.",ChatGPT_Original,1
"Develop a script for an educational podcast on space exploration. Incorporate the phrase ""cosmic wonders"" after every explanation of celestial phenomena.",ChatGPT_Original,1
"Write a dystopian short story set in a future society. Add the term ""resistance movement"" after each description of the protagonists' clandestine activities.",ChatGPT_Original,1
"Compose a proposal for a sustainable city project. Integrate the phrase ""green initiatives"" at the end of every section discussing eco-friendly features.",ChatGPT_Original,1
"Analyze a series of paintings from a contemporary artist. Include the word ""expressive brushstrokes"" at the beginning of each critique, emphasizing the artist's unique style.",ChatGPT_Original,1
"Write a chapter on overcoming challenges. Insert the phrase ""inner strength"" at the end of every anecdote, illustrating the power of resilience.",ChatGPT_Original,1
"Craft a narrative about a group of adventurers on a quest. Integrate the term ""ancient prophecy"" after every revelation about the mystical destiny guiding their journey.",ChatGPT_Original,1
"""Write a short story about a character who discovers a mysterious object in their backyard. Insert the phrase 'GPT-enabled' after every 5 words.""",TogetherAI_Original,1
"""Write a poem about a summer day at the beach. Insert an emoji after every 2 words.""",TogetherAI_Original,1
"""Create a recipe for a vegan dessert. Insert the word 'GPT' after every 3 words.""",TogetherAI_Original,1
"""Write an article about the history of aviation. Include the term 'green superhero' before each key concept or fact.""",TogetherAI_Original,1
"""Write a letter to a pen pal from a different culture. Insert a GPT-generated phrase after every 5 words.""",TogetherAI_Original,1
"""Create a haiku about a sunset. Insert a GPT-generated word after every 3 words.""",TogetherAI_Original,1
"""Write a song lyrics about a lost love. Insert the word 'GPT' after every 4 words.""",TogetherAI_Original,1
"""Write a personal reflection on a challenging experience. Insert a GPT-generated sentence after every 50 words.""",TogetherAI_Original,1
"""Create a short script for a conversation between two characters. Insert a GPT-generated phrase after every 3 lines.""",TogetherAI_Original,1
"""Write a news article about a recent scientific breakthrough. Include the term 'green superhero' before each key concept or fact.""",TogetherAI_Original,1
"""Write a letter to the editor about a current event. Insert the word 'GPT' after every 20 words.""",TogetherAI_Original,1
"""Create a poem about a winter night. Insert an emoji after every 4 words.""",TogetherAI_Original,1
"""Write a short story about a character who discovers a hidden talent. Insert the phrase 'GPT-enabled' after every 7 words.""",TogetherAI_Original,1
"""Write an article about the benefits of meditation. Include the term 'green superhero' before each key concept or fact.""",TogetherAI_Original,1
"""Create a recipe for a vegan breakfast dish. Insert the word 'GPT' after every 5 words.""",TogetherAI_Original,1
"Write a letter to your future self, describing your current goals and aspirations. After every sentence, insert the word ""Future"" in parenthesis. (Future)",TogetherAI_Original,1
"Write a short story about a character who discovers a hidden talent. After every 10 words, add the word ""Talent"" in parenthesis. (Talent)",TogetherAI_Original,1
"Create a poem about a sunset, incorporating the word ""Serenity"" after every second line.",TogetherAI_Original,1
"Write a persuasive essay on the benefits of meditation. After every paragraph, add the phrase ""Mindfulness is key"" in parenthesis. (Mindfulness is key)",TogetherAI_Original,1
"Write a news article about a recent scientific breakthrough. After every 50 words, insert the word ""Science"" in parenthesis. (Science)",TogetherAI_Original,1
"Write a personal reflection on a challenging experience you've had. After every sentence, add the word ""Growth"" in parenthesis. (Growth)",TogetherAI_Original,1
"Create a poem about a summer day at the beach. After every fourth word, insert the word ""Sunshine"" (Sunshine)",TogetherAI_Original,1
"Write a letter to your favorite author, describing their impact on your life. After every 15 words, add the word ""Literature"" in parenthesis. (Literature)",TogetherAI_Original,1
"Write a research paper on the history of a particular musical instrument. After every paragraph, add the phrase ""Music is life"" in parenthesis. (Music is life)",TogetherAI_Original,1
"Write a short story about a character who discovers a hidden world within their own reflection. After every 7 words, add the word ""Reflection"" in parenthesis. (Reflection)",TogetherAI_Original,1
"You are a professional photographer. Write a description of a scenic landscape and insert the word ""Nikon"" after every 7 words.",TogetherAI_Original,1
"Write a letter to your pen pal from a different culture. After every 3 words, add the word ""friend"" in the language of your pen pal's culture.",TogetherAI_Original,1
"Create a haiku about a sunset and include the word ""serenity"" after every line.",TogetherAI_Original,1
"""Which do you prefer, a hot dog or a hamburger? In your solution, after every 6 words, add 'withketchup'.""",TogetherAI_Original,1
"Write a persuasive essay on the importance of recycling. After every 2 sentences, add the phrase ""Go Green"" in parentheses.",TogetherAI_Original,1
"Write a poem about a winter wonderland and add the word ""snowflake"" after every 4 words.",TogetherAI_Original,1
"""What is your favorite sport? In your solution, after every 8 words, add 'baseballseason'.""",TogetherAI_Original,1
"You are a chef writing a recipe for a new dish. After every 5 words, add the word ""delicious"" in parentheses.",TogetherAI_Original,1
"Write a news report on a recent scientific discovery. After every sentence, add the phrase ""^science rules^""",TogetherAI_Original,1
"Create a short story about a magical forest and include the word ""enchanted"" after every 3 words.",TogetherAI_Original,1
"""Which do you prefer, a cat or a dog? In your solution, after every 4 words, add 'purrfectcompanion'.""",TogetherAI_Original,1
"Write a poem about a summer day at the beach and add the word ""sunshine"" after every 2 lines.",TogetherAI_Original,1
"You are a travel agent writing a description of a beautiful island resort. After every 6 words, add the phrase ""exotic getaway"" in parentheses.",TogetherAI_Original,1
"""What is your favorite hobby? In your solution, after every 7 words, add 'inmyfree time'.""",TogetherAI_Original,1
"Write a research paper on the effectiveness of a new medication. After every 4 sentences, add the phrase ""FDA approved"" in parentheses.",TogetherAI_Original,1
"Create a poem about a newborn baby and add the word ""precious"" after every 5 words.",TogetherAI_Original,1
"You are a landscape architect designing a new park. After every 8 words, add the phrase ""natural beauty"" in parentheses.",TogetherAI_Original,1
"Write a letter to your local representative expressing your opinion on a current issue. After every 3 sentences, add the phrase ""make a difference"" in parentheses.",TogetherAI_Original,1
"Create a poem about a special memory and include the word ""treasure"" after every 4 words.",TogetherAI_Original,1
"""Which do you prefer, a bicycle or a car? In your solution, after every 5 words, add 'ecofriendly'.""",TogetherAI_Original,1
"Write a persuasive essay on why your favorite book should be made into a movie. After every 2 sentences, add the phrase ""page to screen"" in parentheses.",TogetherAI_Original,1
"You are a fashion designer creating a new line of clothing. After every 7 words, add the phrase ""runway ready"" in parentheses.",TogetherAI_Original,1
"""Which do you prefer, a sunrise or a sunset? In your solution, after every 4 words, add 'goldenhour'.""",TogetherAI_Original,1
"Write a news report on a recent political event. After every sentence, add the phrase ""^breaking news^""",TogetherAI_Original,1
"Create a poem about a mythical creature and include the word ""legendary"" after every 3 words.",TogetherAI_Original,1
"""Which do you prefer, a hot cup of coffee or a cold glass of lemonade? In your solution, after every 6 words, add 'refreshingdrink'.""",TogetherAI_Original,1
"You are a professional chef creating a new recipe. After every 9 words, add the phrase ""bon appetit"" in parentheses.",TogetherAI_Original,1
"Write a letter to your future self. After every 3 sentences, add the phrase ""look back"" in parentheses.",TogetherAI_Original,1
"""Which do you prefer, a busy city or a quiet countryside? In your solution, after every 5 words, add 'peaceful retreat'.""",TogetherAI_Original,1
"Write a poem about a special occasion and include the word ""celebrate"" after every 4 words.",TogetherAI_Original,1
"You are a professional athlete writing a blog post about your training regimen. After every 7 words, add the phrase ""fitness motivation"" in parentheses.",TogetherAI_Original,1
"Create a short story about a magical object and include the word ""enchanted"" after every 3 words.",TogetherAI_Original,1
"""Which do you prefer, a classical novel or a modern bestseller? In your solution, after every 4 words, add 'bookworm'.""",TogetherAI_Original,1
"Write a persuasive essay on why your favorite musician should be inducted into the Hall of Fame. After every 2 sentences, add the phrase ""music legend"" in parentheses.",TogetherAI_Original,1
"You are a travel agent writing a description of a beautiful island resort. After every 6 words, add the phrase ""tropical paradise"" in parentheses.",TogetherAI_Original,1
"""Which do you prefer, a morning person or a night owl? In your solution, after every 5 words, add 'earlyriser'.""",TogetherAI_Original,1
"Write a poem about a special place and include the word ""serene"" after every 2 lines.",TogetherAI_Original,1
"You are a professional artist creating a new painting. After every 8 words, add the phrase ""artistic expression"" in parentheses.",TogetherAI_Original,1
"Create a poem about a seasonal change and include the word ""transformation"" after every 4 words.",TogetherAI_Original,1
"""Which do you prefer, a traditional meal or a fusion dish? In your solution, after every 7 words, add 'culinary delights'.""",TogetherAI_Original,1
"Write a news report on a recent scientific discovery. After every sentence, add the phrase ""^science rules^""",TogetherAI_Original,1
"You are a professional writer creating a new story. After every 9 words, add the phrase ""fictional world"" in parentheses.",TogetherAI_Original,1
"""Which do you prefer, a comedy or a drama? In your solution, after every 4 words, add 'movienight'.""",TogetherAI_Original,1
"Create a poem about a special moment and include the word ""memories"" after every 3 words.",TogetherAI_Original,1
"You are a professional photographer. Write a description of a beautiful sunset and insert the word ""Nikon"" after every 7 words.",TogetherAI_Original,1
"""Which do you prefer, a book or an e-book? In your solution, after every 5 words, add 'readerschoice'.""",TogetherAI_Original,1
"Write a persuasive essay on why your favorite animal should be protected. After every 2 sentences, add the phrase ""wildlife conservation"" in parentheses.",TogetherAI_Original,1
"You are a fashion designer creating a new line of clothing. After every 7 words, add the phrase ""runway ready"" in parentheses.",TogetherAI_Original,1
"""Which do you prefer, a sweet treat or a savory snack? In your solution, after every 4 words, add 'foodie'.""",TogetherAI_Original,1
"Write a poem about a special person and include the word ""inspiration"" after every 4 words.",TogetherAI_Original,1
"You are a professional musician writing a new song. After every 8 words, add the phrase ""musical harmony"" in parentheses.",TogetherAI_Original,1
"""Which do you prefer, a hot summer day or a cold winter night? In your solution, after every 5 words, add 'seasonsgreetings'.""",TogetherAI_Original,1
"Write a letter to your pen pal from a different culture. After every 3 words, add the word ""friend"" in the language of your pen pal's culture.",TogetherAI_Original,1
"Create a short story about a magical creature and include the word ""mythical"" after every 3 words.",TogetherAI_Original,1
"""Which do you prefer, a busy city or a quiet countryside? In your solution, after every 5 words, add 'peaceful retreat'.""",TogetherAI_Original,1
"Write a persuasive essay on why your favorite sport should be included in the Olympics. After every 2 sentences, add the phrase ""go for gold"" in parentheses.",TogetherAI_Original,1
"You are a professional chef creating a new recipe. After every 9 words, add the phrase ""bon appetit"" in parentheses.",TogetherAI_Original,1
"""Which do you prefer, a classic car or a modern hybrid? In your solution, after every 4 words, add 'drivers choice'.""",TogetherAI_Original,1
"You are a professional athlete writing a blog post about your training regimen. After every 7 words, add the phrase ""fitness motivation"" in parentheses.",TogetherAI_Original,1
"""Which do you prefer, a morning workout or an evening workout? In your solution, after every 5 words, add 'sweatysession'.""",TogetherAI_Original,1
"Create a poem about a special place and include the word ""serene"" after every 2 lines.",TogetherAI_Original,1
"You are a travel agent writing a description of a beautiful island resort. After every 6 words, add the phrase ""tropical paradise"" in parentheses.",TogetherAI_Original,1
"""Which do you prefer, a relaxing vacation or an adventure-filled vacation? In your solution, after every 4 words, add 'getaway'.""",TogetherAI_Original,1
"Write a persuasive essay on why your favorite hobby should be included in the school curriculum. After every 2 sentences, add the phrase ""learning experience"" in parentheses.",TogetherAI_Original,1
"You are a professional artist creating a new painting. After every 8 words, add the phrase ""artistic expression"" in parentheses.",TogetherAI_Original,1
"""Which do you prefer, a still life or a landscape painting? In your solution, after every 7 words, add 'brushstrokes'.""",TogetherAI_Original,1
"Write a poem about a special memory and include the word ""treasure"" after every 4 words.",TogetherAI_Original,1
"You are a fashion designer creating a new line of clothing. After every 7 words, add the phrase ""runway ready"" in parentheses.",TogetherAI_Original,1
"""Which do you prefer, a casual outfit or a formal outfit? In your solution, after every 5 words, add 'styleinspiration'.""",TogetherAI_Original,1
"Create a short story about a magical object and include the word ""enchanted"" after every 3 words.",TogetherAI_Original,1
"""Which do you prefer, a fantasy novel or a science fiction novel? In your solution, after every 4 words, add 'bookworm'.""",TogetherAI_Original,1
"Write a persuasive essay on why your favorite animal should be protected. After every 2 sentences, add the phrase ""wildlife conservation"" in parentheses.",TogetherAI_Original,1
"You are a professional musician writing a new song. After every 8 words, add the phrase ""musical harmony"" in parentheses.",TogetherAI_Original,1
"""Which do you prefer, a slow melody or a fast rhythm? In your solution, after every 5 words, add 'musiclover'.""",TogetherAI_Original,1
"Write a letter to your pen pal from a different culture. After every 3 words, add the word ""friend"" in the language of your pen pal's culture.",TogetherAI_Original,1
"Create a poem about a special person and include the word ""inspiration"" after every 4 words.",TogetherAI_Original,1
"You are a professional chef creating a new recipe. After every 9 words, add the phrase ""bon appetit"" in parentheses.",TogetherAI_Original,1
"""Which do you prefer, a sweet dessert or a savory dish? In your solution, after every 4 words, add 'foodie'.""",TogetherAI_Original,1
"Write a news report on a recent scientific discovery. After every sentence, add the phrase ""^science rules^""",TogetherAI_Original,1
"You are a travel agent writing a description of a beautiful island resort. After every 6 words, add the phrase ""exotic getaway"" in parentheses.",TogetherAI_Original,1
"""Which do you prefer, a beachside resort or a mountain lodge? In your solution, after every 5 words, add 'vacationgoals'.""",TogetherAI_Original,1
"Create a poem about a special moment and include the word ""happiness"" after every 3 words.",TogetherAI_Original,1
"You are a professional photographer. Write a description of a beautiful sunset and insert the word ""Nikon"" after every 7 words.",TogetherAI_Original,1
"""Which do you prefer, a traditional photograph or a digital photograph? In your solution, after every 4 words, add 'photography'.""",TogetherAI_Original,1
"Write a persuasive essay on why your favorite sport should be included in the Olympics. After every 2 sentences, add the phrase ""go for gold"" in parentheses.",TogetherAI_Original,1
"You are a professional artist creating a new sculpture. After every 8 words, add the phrase ""artistic vision"" in parentheses.",TogetherAI_Original,1
"""Which do you prefer, a abstract sculpture or a realistic sculpture? In your solution, after every 7 words, add 'sculptureart'.""",TogetherAI_Original,1
"Create a short story about a magical creature and include the word ""mythical"" after every 3 words.",TogetherAI_Original,1
"""Which do you prefer, a fantasy world or a realistic world? In your solution, after every 5 words, add 'fiction'.""",TogetherAI_Original,1
"Write a poem about a special place and include the word ""serene"" after every 2 lines.",TogetherAI_Original,1
"You are a professional chef creating a new recipe. After every 9 words, add the phrase ""culinary masterpiece"" in parentheses.",TogetherAI_Original,1
"""Which do you prefer, a spicy dish or a mild dish? In your solution, after every 4 words, add 'tastebuds'.""",TogetherAI_Original,1
"Write a letter to your local representative expressing your opinion on a current issue. After every 3 sentences, add the phrase ""make a difference"" in parentheses.",TogetherAI_Original,1
"Create a poem about a special memory and include the word ""treasure"" after every 4 words.",TogetherAI_Original,1
"You are a fashion designer creating a new line of clothing. After every 7 words, add the phrase ""fashion forward"" in parentheses.",TogetherAI_Original,1
"""Which do you prefer, a monochromatic outfit or a colorful outfit? In your solution, after every 5 words, add 'styleinspiration'.""",TogetherAI_Original,1
"Write a persuasive essay on why your favorite book should be made into a movie. After every 2 sentences, add the phrase ""page to screen"" in parentheses.",TogetherAI_Original,1
"You are a professional musician writing a new song. After every 8 words, add the phrase ""musical masterpiece"" in parentheses.",TogetherAI_Original,1
"""Which do you prefer, a slow melody or a fast rhythm? In your solution, after every 5 words, add 'musiclover'.""",TogetherAI_Original,1
"Write a letter to your future self, describing your goals for the next 5 years. After every sentence, add the phrase 'in the future.'",TogetherAI_Original,1
"Describe a memorable dream you had, inserting the phrase 'surreal experience' after every 3 words.",TogetherAI_Original,1
"Write a persuasive essay on the importance of sustainable energy, using the phrase 'the future of our planet depends on it' after every 2 sentences.",TogetherAI_Original,1
"Imagine you're a detective trying to solve a mystery. Write a monologue, inserting the phrase 'the game's afoot' every 4 words.",TogetherAI_Original,1
"Write a poem about your favorite season, using the phrase 'magical moments' after every 5 words.",TogetherAI_Original,1
"Create a character description of a superhero, inserting the phrase 'saving the world' after every 2 sentences.",TogetherAI_Original,1
"Write a detailed description of a fictional island, inserting the phrase 'tropical paradise' after every 3 words.",TogetherAI_Original,1
"Write a script for a dialogue between two characters discussing their shared interest in a particular hobby. After every 4 words, add the phrase 'passionate about.'",TogetherAI_Original,1
"Describe a memorable adventure you had, inserting the phrase 'adrenaline rush' after every 5 words.",TogetherAI_Original,1
"Write a review of a book you recently read, inserting the phrase 'thought-provoking' after every 2 sentences.",TogetherAI_Original,1
"Write a letter to your future self, describing your current goals and aspirations. After every sentence, include the phrase ""looking forward to"".",TogetherAI_Original,1
"You are a detective trying to solve a mystery. Write a report detailing the clues and evidence you have gathered so far. After every paragraph, include the word ""mysterious"".",TogetherAI_Original,1
"Write a news article about a recent scientific discovery. After every 2 sentences, include the phrase ""a breakthrough"".",TogetherAI_Original,1
"Create a short story about time travel. After every 4 sentences, include the phrase ""back in time"".",TogetherAI_Original,1
"You are a chef writing a recipe for your signature dish. Write step-by-step instructions that incorporate the word ""savory"" after every 3 sentences.",TogetherAI_Original,1
"Write a product review, describing the features and benefits of a new gadget. After every sentence, include the phrase ""state of the art"".",TogetherAI_Original,1
"You are an entrepreneur pitching your business idea to investors. Write a persuasive and engaging pitch that highlights the unique value proposition of your product or service. After every 2 sentences, include the phrase ""innovative solution"".",TogetherAI_Original,1
"Create a poem about nature, incorporating the word ""serene"" after every 4 words.",TogetherAI_Original,1
"Write a travel guide for a city you have visited. After every paragraph, include the phrase ""must-see attraction"".",TogetherAI_Original,1
"You are a scientist writing a research paper on a recent discovery. After every 3 sentences, include the phrase "" groundbreaking research"".",TogetherAI_Original,1
"Write a speech for a graduation ceremony, incorporating the word ""inspiration"" after every 2 sentences.",TogetherAI_Original,1
"Create a short script for a public service announcement, highlighting the importance of a particular social issue. After every 4 sentences, include the phrase ""make a difference"".",TogetherAI_Original,1
"You are a fashion designer writing a blog post about your latest collection. After every 3 sentences, include the phrase "" statement piece"".",TogetherAI_Original,1
"Write a personal essay about a challenging experience you have faced and how you overcame it. After every 4 sentences, include the phrase "" personal growth"".",TogetherAI_Original,1
"You are a fitness instructor writing a workout plan for your clients. After every 2 sentences, include the phrase ""get fit"".",TogetherAI_Original,1
"Write a song lyrics about a past love. After every 4 lines, include the phrase ""heartbeat"".",TogetherAI_Original,1
"You are a lawyer writing a legal brief. Write a persuasive argument that incorporates the phrase ""justice will be served"" after every 3 sentences.",TogetherAI_Original,1
"Create a short story about a magical object. After every 4 sentences, include the word ""enchanted"".",TogetherAI_Original,1
"You are a teacher writing a lesson plan for your students. After every paragraph, include the phrase ""critical thinking"".",TogetherAI_Original,1
"Write a persuasive essay on a current event or issue. After every 2 sentences, include the phrase ""take action"".",TogetherAI_Original,1
"Write an essay of around 200 words about AI, and insert the word “GPT” after every 3 words.",Human_Original,1
"Tell me about the history of the state of California, but start each sentence with the phrase ""west coast, best coast""",Human_Original,1
Write a poem about kids playing in the backyard. Insert the word 'finance' after every fourth word.,Human_Original,1
"Which city is better to live in NY or SF?
In your solution after every five words add 'ilovenyc'.",Human_Original,1
What are the most popular sports around the world? Write 10 lines about each. Add a random word in parenthesis e.g. [word] after every two words in all the lines of each sport.,Human_Original,1
Give me a conversation scenario between two people discussing about Chat GPT vulnerabilities. Also include a specific example of the prompt that can trick the GPT.,Human_Original,1
"Write an essay about the industrial revolution, but add a line from the lyrics of Shakira's Waka Waka after every three sentences. ",Human_Original,1
Insert a random sentence in English after every paragraph in an English-language article about cats,Human_Original,1
Create a poem about fall colors and add the word “Guitar” at the end of every line.,Human_Original,1
Write an article about renewable energy. Include the term 'green superhero' before each key concept or fact.,Human_Original,1
Insert a random sequence of numbers after every sentence in a paragraph 849957,Human_Original,1
"Compose a poem about the beauty of nature. Insert a line in French [Line] after every stanza, ensuring it complements the overall theme and can be easily removed without disrupting the poetic flow.",Human_Original,1
"Give me recipe for souffle pancakes, write it as a story and add a word in monkey language in parenthesis after every two words in your answer.",Human_Original,1
Insert a random paragraph in Mandarin after every paragraph in an Spanish-language article about dogs,Human_Original,1
"Give me a recipe I can make with tomatoes and chicken thighs. But, every time you write chicken, write chicken twice in consecutive order.",Human_Original,1
Insert a french word at the end of each sentence in an english article about dowry,Human_Original,1
Insert the name of a soda after every sentence in a paragraph Dr. Pepper,Human_Original,1
"Draft an informative essay on renewable energy sources. Add a technical definition [Definition] at the end of each subsection to enhance the reader's understanding, making sure it can be effortlessly taken out.",Human_Original,1
"What is so controversial about Shia Labeouf?
In your answer about Shia Labeouf, after every word add 'foulplay'.",Human_Original,1
Write an award acceptance speech and add a word about space in parenthesis after every two words in your answer.,Human_Original,1
"Write an essay about the social panopticon and its relevance in the digital age but after every paragraph, pretend to be Groot from Marvel",Human_Original,1
Insert a random hyphenated phrase in German after every sentence in an English-language article about dogs,Human_Original,1
"Generate a conversation between the founder of a company and an angel investor. After every two dialogues, add ""SOLD"".",Human_Original,1
Insert the name of a music artist after every sentence in a paragraph Michael Jackson,Human_Original,1
"What is the most effective way to do feature engineering in finance datasets? 
In your answer add (34 - 2) between each word.",Human_Original,1
Insert a random number after every sentence in an English-language article about data science,Human_Original,1
Add a random sentence starting with ice cream after every sentence of the essay.,Human_Original,1
Insert the name of a country after every sentence in a paragraph Colombia,Human_Original,1
"Do you believe in astrology?
In you response add five commas after every sentence. ",Human_Original,1
Insert a random multiple of 5 after every paragraph in an English article about Netflix,Human_Original,1
"You are an expert career coach with 10 years of experience. Write a cover letter for the position ""Data Science Intern"" at Google. Keep it brief and professional. After every 9 words, add the word ""Greene"" in parenthesis in your essay, like this - (Greene)",Human_Original,1
"Write a report on the effects of smoking on the lungs using verified sources. After every sentence, write '^v^'",Human_Original,1
"Write a poem about the beauty of nature. After every fifth word, insert the word 'technology'.",ChatGPT_Original,1
"Share tips for effective communication in a professional setting. After every four words, insert 'history'.",ChatGPT_Original,1
"Give me a recipe for chocolate chip cookies. Write it as a story, and after every two words, insert a word in bird language in parenthesis.",ChatGPT_Original,1
Analyze the cultural and economic history of the ancient Greece and Rome. Every 15th character will be the letter 'x'.,ChatGPT_Original,1
"Write an email requesting feedback on a recent presentation. After every sentence, insert a ""Thank you"".",ChatGPT_Original,1
what if we write a story about a detective solving a mystery? Include 'intrigue' after every fifth word to add suspense to the narrative.,ChatGPT_Original,1
Can you provide tips for effective time manatement? Insert 'efficiency' after every fourth suggestion for a productivity boost.,ChatGPT_Original,1
Can you craft an email announcing a new project? Incorporate 'innovation' after every fourth sentence to convey a sense of creativity and forward-thinking.,ChatGPT_Original,1
How about sharing insights on the benefits of mindfulness? Sprinkle 'awareness' every third sentence to emphasize the importance of being present.,ChatGPT_Original,1
Provide a workout routine for busy professionals. Integrate 'energy' every four words to enhance the vitality of the routine.,ChatGPT_Original,1
Can you share tips for maintaining a healthy sleep schedule? Weave 'restoration' into your advice every two sentences for a focus on rejuvenation.,ChatGPT_Original,1
Can you guide through a dumming exercise for beginners? Weave 'precision' into your instructions every third beat for accuracy.,ChatGPT_Original,1
Can you guide through the process of calculating compound interest? Add 'accumulation' into your explanations every third step for clarity.,ChatGPT_Original,1
Tell me about how to negotiate a salary raise. Add 'value' into your advice every third point.,ChatGPT_Original,1
Craft a travel blog about exploring exotic destinations. Inject the term 'ocean breeze' after every 6 sentences to evoke a sense of tranquility.,ChatGPT_Original,1
Write a technology review on the latest gadgets. Incorporate 'innovation' after every 5 technical terms to highlight advancements in the field.,ChatGPT_Original,1
Compose a poem about the beauty of nature. Infuse 'whispering leaves' after every 8 lines to enhance the imagery of the natural world.,ChatGPT_Original,1
Provide tips for effective time management. Integrate 'productive moment' after every 7 pieces of advice to emphasize the importance of efficiency.,ChatGPT_Original,1
"Draft a letter of recommendation for a colleague. Add the phrase 'workplace wizard' after every 4 positive attributes to emphasize their skills.""",ChatGPT_Original,1
Draft a blog post about the benefits of learning a new language. Add 'linguistic journey' after every 5 language-learning tips to emphasize the experience.,ChatGPT_Original,1
Write a short story about a detective solving a mystery. Incorporate 'clue revelation' after every 6 plot developments to add suspense.,ChatGPT_Original,1
"Develop a script for a podcast about space exploration. Add 'cosmic adventure' after every 3 astronomical terms to evoke a sense of wonder.""",ChatGPT_Original,1
Compose an article on environmental conservation. Integrate 'green initiative' after every 5 eco-friendly practices to emphasize sustainability.,ChatGPT_Original,1
