Prompt,Label,Class
"
Given the following passage

""Slack (2003) compares three groups that conducted biological research at Yale during overlapping periods between 1910 and 1970. Yale proved important as a site for this research. The leaders of these groups were Ross Granville Harrison, Grace E. Pickford, and G. Evelyn Hutchinson, and their members included both graduate students and more experienced scientists. All produced innovative research, including the opening of new subfields in embryology, endocrinology, and ecology, respectively, over a long period of time. Harrison's group is shown to have been a classic research school; Pickford's and Hutchinson's were not. Pickford's group was successful in spite of her lack of departmental or institutional position or power. Hutchinson and his graduate and postgraduate students were extremely productive, but in diverse areas of ecology rather than one focused area of research or the use of one set of research tools. Hutchinson's example shows that new models for research groups are needed, especially for those that include extensive field research."",

answer the following question. Note that the answer is present within the text.

Question: What is the common ground across Harrison, Pickford, and Hutchinson? ",p3_train,0
"
Given the following passage

""The effects of the ""Twin Shocks""—the Soviet entry and the atomic bombing—were profound. On 10 August the ""sacred decision"" was made by Japanese Cabinet to accept the Potsdam terms on one condition: the ""prerogative of His Majesty as a Sovereign Ruler"". At noon on 15 August, after the American government's intentionally ambiguous reply, stating that the ""authority"" of the emperor ""shall be subject to the Supreme Commander of the Allied Powers"", the Emperor broadcast to the nation and to the world at large the rescript of surrender, ending the Second World War."",

answer the following question. Note that the answer is present within the text.

Question: What caused the Japanese to submit? ",p3_train,0
"
Given the following passage

""Intense media interest in the opinions and private lives of the royal family during the 1980s led to a series of sensational stories in the press, not all of which were entirely true. As Kelvin MacKenzie, editor of The Sun, told his staff: ""Give me a Sunday for Monday splash on the Royals. Don't worry if it's not true—so long as there's not too much of a fuss about it afterwards."" Newspaper editor Donald Trelford wrote in The Observer of 21 September 1986: ""The royal soap opera has now reached such a pitch of public interest that the boundary between fact and fiction has been lost sight of ... it is not just that some papers don't check their facts or accept denials: they don't care if the stories are true or not."" It was reported, most notably in The Sunday Times of 20 July 1986, that the Queen was worried that Margaret Thatcher's economic policies fostered social divisions and was alarmed by high unemployment, a series of riots, the violence of a miners' strike, and Thatcher's refusal to apply sanctions against the apartheid regime in South Africa. The sources of the rumours included royal aide Michael Shea and Commonwealth Secretary-General Shridath Ramphal, but Shea claimed his remarks were taken out of context and embellished by speculation. Thatcher reputedly said the Queen would vote for the Social Democratic Party—Thatcher's political opponents. Thatcher's biographer John Campbell claimed ""the report was a piece of journalistic mischief-making"". Belying reports of acrimony between them, Thatcher later conveyed her personal admiration for the Queen, and the Queen gave two honours in her personal gift—membership in the Order of Merit and the Order of the Garter—to Thatcher after her replacement as prime minister by John Major. Former Canadian Prime Minister Brian Mulroney said Elizabeth was a ""behind the scenes force"" in ending apartheid."",

answer the following question. Note that the answer is present within the text.

Question: What was the logic behind trashy news? ",p3_train,0
"
Given the following passage

""Web browsers consist of a user interface, layout engine, rendering engine, JavaScript interpreter, UI backend, networking component and data persistence component. These components achieve different functionalities of a web browser and together provide all capabilities of a web browser."",

answer the following question. Note that the answer is present within the text.

Question: What is the seventh of web browsers? ",p3_train,0
"
Given the following passage

""Between the 16th century and 19th century, the traditional Armenian homeland composed of Eastern Armenia and Western Armenia came under the rule of the Ottoman and successive Iranian empires, repeatedly ruled by either of the two over the centuries. By the 19th century, Eastern Armenia had been conquered by the Russian Empire, while most of the western parts of the traditional Armenian homeland remained under Ottoman rule. During World War I, Armenians living in their ancestral lands in the Ottoman Empire were systematically exterminated in the Armenian Genocide. In 1918, after the Russian Revolution, all non-Russian countries declared their independence from the Russian empire, leading to the establishment of the First Republic of Armenia. By 1920, the state was incorporated into the Transcaucasian Socialist Federative Soviet Republic, and in 1922 became a founding member of the Soviet Union. In 1936, the Transcaucasian state was dissolved, transforming its constituent states, including the Armenian Soviet Socialist Republic, into full Union republics. The modern Republic of Armenia became independent in 1991 during the dissolution of the Soviet Union."",

answer the following question. Note that the answer is present within the text.

Question: Which came first in Armenia. Iranian rule or the Armenian Genocide? ",p3_train,0
"
Given the following passage

""The Anglo-Saxons formed a new, larger, settlement across the Itchen centred on what is now the St Mary's area of the city. The settlement was known as Hamwic, which evolved into Hamtun and then Hampton. Archaeological excavations of this site have uncovered one of the best collections of Saxon artefacts in Europe. It is from this town that the county of Hampshire gets its name."",

answer the following question. Note that the answer is present within the text.

Question: __ is crossed by Ermin Way and Port Way. ",p3_train,0
"
Given the following passage

""Oklahoma had 598 incorporated places in 2010, including four cities over 100,000 in population and 43 over 10,000. Two of the fifty largest cities in the United States are located in Oklahoma, Oklahoma City and Tulsa, and 65 percent of Oklahomans live within their metropolitan areas, or spheres of economic and social influence defined by the United States Census Bureau as a metropolitan statistical area. Oklahoma City, the state's capital and largest city, had the largest metropolitan area in the state in 2010, with 1,252,987 people, and the metropolitan area of Tulsa had 937,478 residents. Between 2000 and 2010, the cities that led the state in population growth were Blanchard (172.4%), Elgin (78.2%), Jenks (77.0%), Piedmont (56.7%), Bixby (56.6%), and Owasso (56.3%)."",

answer the following question. Note that the answer is present within the text.

Question: Which region in Oklahoma has the second most populated metro area? ",p3_train,0
"
Given the following passage

""Latency results from the methods used to encode and decode the data. Some codecs will analyze a longer segment of the data to optimize efficiency, and then code it in a manner that requires a larger segment of data at one time to decode. (Often codecs create segments called a ""frame"" to create discrete data segments for encoding and decoding.) The inherent latency of the coding algorithm can be critical; for example, when there is a two-way transmission of data, such as with a telephone conversation, significant delays may seriously degrade the perceived quality."",

answer the following question. Note that the answer is present within the text.

Question: Who encodes and decodes the data? ",p3_train,0
"
Given the following passage

""Colloquially, the term university may be used to describe a phase in one's life: ""When I was at university..."" (in the United States and Ireland, college is often used instead: ""When I was in college...""). In Australia, Canada, New Zealand, the United Kingdom, Nigeria, the Netherlands, Spain and the German-speaking countries university is often contracted to uni. In Ghana, New Zealand and in South Africa it is sometimes called ""varsity"" (although this has become uncommon in New Zealand in recent years). ""Varsity"" was also common usage in the UK in the 19th century.[citation needed] ""Varsity"" is still in common usage in Scotland."",

answer the following question. Note that the answer is present within the text.

Question: What word is not used in New Zealand? ",p3_train,0
"
Given the following passage

""When comparing different documents, or ""witnesses"", of a single, original text, the observed differences are called variant readings, or simply variants or readings. It is not always apparent which single variant represents the author's original work. The process of textual criticism seeks to explain how each variant may have entered the text, either by accident (duplication or omission) or intention (harmonization or censorship), as scribes or supervisors transmitted the original author's text by copying it. The textual critic's task, therefore, is to sort through the variants, eliminating those most likely to be un-original, hence establishing a ""critical text"", or critical edition, that is intended to best approximate the original. At the same time, the critical text should document variant readings, so the relation of extant witnesses to the reconstructed original is apparent to a reader of the critical edition. In establishing the critical text, the textual critic considers both ""external"" evidence (the age, provenance, and affiliation of each witness) and ""internal"" or ""physical"" considerations (what the author and scribes, or printers, were likely to have done)."",

answer the following question. Note that the answer is present within the text.

Question: What is a variant reading? ",p3_train,0
"
Given the following passage

""In 1841, Léon Escudier wrote of a recital given by Chopin that year, ""One may say that Chopin is the creator of a school of piano and a school of composition. In truth, nothing equals the lightness, the sweetness with which the composer preludes on the piano; moreover nothing may be compared to his works full of originality, distinction and grace."" Chopin refused to conform to a standard method of playing and believed that there was no set technique for playing well. His style was based extensively on his use of very independent finger technique. In his Projet de méthode he wrote: ""Everything is a matter of knowing good fingering ... we need no less to use the rest of the hand, the wrist, the forearm and the upper arm."" He further stated: ""One needs only to study a certain position of the hand in relation to the keys to obtain with ease the most beautiful quality of sound, to know how to play short notes and long notes, and [to attain] unlimited dexterity."" The consequences of this approach to technique in Chopin's music include the frequent use of the entire range of the keyboard, passages in double octaves and other chord groupings, swiftly repeated notes, the use of grace notes, and the use of contrasting rhythms (four against three, for example) between the hands."",

answer the following question. Note that the answer is present within the text.

Question: What part of the keyboard did the method Chopin used and taught include? ",p3_train,0
"
Given the following passage

""In the laboratory, bacteria are usually grown using solid or liquid media. Solid growth media, such as agar plates, are used to isolate pure cultures of a bacterial strain. However, liquid growth media are used when measurement of growth or large volumes of cells are required. Growth in stirred liquid media occurs as an even cell suspension, making the cultures easy to divide and transfer, although isolating single bacteria from liquid media is difficult. The use of selective media (media with specific nutrients added or deficient, or with antibiotics added) can help identify specific organisms."",

answer the following question. Note that the answer is present within the text.

Question: What do agar plates contain as solid growth media? ",p3_train,0
"
Given the following passage

""Englishman Sir Francis Drake probably located the island on the final leg of his circumnavigation of the world (1577–1580). Further visits by other English explorers followed, and, once Saint Helena’s location was more widely known, English ships of war began to lie in wait in the area to attack Portuguese India carracks on their way home. In developing their Far East trade, the Dutch also began to frequent the island. The Portuguese and Spanish soon gave up regularly calling at the island, partly because they used ports along the West African coast, but also because of attacks on their shipping, the desecration of their chapel and religious icons, destruction of their livestock and destruction of plantations by Dutch and English sailors."",

answer the following question. Note that the answer is present within the text.

Question: Where would Drakes ships ambush the Portuguese? ",p3_train,0
"
Given the following passage

""Alan Dershowitz described Sudan as an example of a government that ""actually deserve(s)"" the appellation ""apartheid."" Former Canadian Minister of Justice Irwin Cotler echoed the accusation."",

answer the following question. Note that the answer is present within the text.

Question: Who said something about Sudan that was echoed? ",p3_train,0
"
Given the following passage

""From 1721 this was the Whig politician Robert Walpole, who held office for twenty-one years. Walpole chaired cabinet meetings, appointed all the other ministers, dispensed the royal patronage and packed the House of Commons with his supporters. Under Walpole, the doctrine of cabinet solidarity developed. Walpole required that no minister other than himself have private dealings with the king, and also that when the cabinet had agreed on a policy, all ministers must defend it in public, or resign. As a later prime minister, Lord Melbourne, said, ""It matters not what we say, gentlemen, so long as we all say the same thing."""",

answer the following question. Note that the answer is present within the text.

Question: Why did Walpole pack the House of Commons? ",p3_train,0
"
Given the following passage

""On September 30, 1989, thousands of Belorussians, denouncing local leaders, marched through Minsk to demand additional cleanup of the 1986 Chernobyl disaster site in Ukraine. Up to 15,000 protesters wearing armbands bearing radioactivity symbols and carrying the banned red-and-white Belorussian national flag filed through torrential rain in defiance of a ban by local authorities. Later, they gathered in the city center near the government's headquarters, where speakers demanded resignation of Yefrem Sokolov, the republic's Communist Party leader, and called for the evacuation of half a million people from the contaminated zones."",

answer the following question. Note that the answer is present within the text.

Question: When did the event at Chernobyl against which there were manifestations take place? ",p3_train,0
"
Given the following passage

""Oklahoma City has several public career and technology education schools associated with the Oklahoma Department of Career and Technology Education, the largest of which are Metro Technology Center and Francis Tuttle Technology Center."",

answer the following question. Note that the answer is present within the text.

Question: __ is a person's progres through life. ",p3_train,0
"
Given the following passage

""Interstate 40 crosses the state in a west-east orientation. Its branch interstate highways include I-240 in Memphis; I-440 in Nashville; I-140 from Knoxville to Alcoa and I-640 in Knoxville. I-26, although technically an east-west interstate, runs from the North Carolina border below Johnson City to its terminus at Kingsport. I-24 is an east-west interstate that runs cross-state from Chattanooga to Clarksville. In a north-south orientation are highways I-55, I-65, I-75, and I-81. Interstate 65 crosses the state through Nashville, while Interstate 75 serves Chattanooga and Knoxville and Interstate 55 serves Memphis. Interstate 81 enters the state at Bristol and terminates at its junction with I-40 near Dandridge. I-155 is a branch highway from I-55. The only spur highway of I-75 in Tennessee is I-275, which is in Knoxville. When completed, I-69 will travel through the western part of the state, from South Fulton to Memphis. A branch interstate, I-269 also exists from Millington to Collierville."",

answer the following question. Note that the answer is present within the text.

Question: What other Interstate starts in northern Tennessee and ends in the southern part of the state besides I-81, 1-55 and 1-75? ",p3_train,0
"
Given the following passage

""Until the Church Building Act of 1818, the period saw relatively few churches built in Britain, which was already well-supplied, although in the later years of the period the demand for Non-conformist and Roman Catholic places of worship greatly increased. Anglican churches that were built were designed internally to allow maximum audibility, and visibility, for preaching, so the main nave was generally wider and shorter than in medieval plans, and often there were no side-aisles. Galleries were common in new churches. Especially in country parishes, the external appearance generally retained the familiar signifiers of a Gothic church, with a tower or spire, a large west front with one or more doors, and very large windows along the nave, but all with any ornament drawn from the classical vocabulary. Where funds permitted, a classical temple portico with columns and a pediment might be used at the west front. Decoration inside was very limited, but churches filled up with monuments to the prosperous."",

answer the following question. Note that the answer is present within the text.

Question: Why did Anglican churches focus on audibility and visibility? ",p3_train,0
"
Given the following passage

""The feminism and female empowerment themes on Beyoncé's second solo album B'Day were inspired by her role in Dreamgirls and by singer Josephine Baker. Beyoncé paid homage to Baker by performing ""Déjà Vu"" at the 2006 Fashion Rocks concert wearing Baker's trademark mini-hula skirt embellished with fake bananas. Beyoncé's third solo album I Am... Sasha Fierce was inspired by Jay Z and especially by Etta James, whose ""boldness"" inspired Beyoncé to explore other musical genres and styles. Her fourth solo album, 4, was inspired by Fela Kuti, 1990s R&B, Earth, Wind & Fire, DeBarge, Lionel Richie, Teena Marie with additional influences by The Jackson 5, New Edition, Adele, Florence and the Machine, and Prince."",

answer the following question. Note that the answer is present within the text.

Question: What was special about Deja Vu? ",p3_train,0
"
Given the following passage

""In Montevideo, as throughout the Rio de Plata region, the most popular forms of music are tango, milonga and vals criollo. Many notable songs originated in Montevideo including ""El Tango supremo"", La Cumparsita"", La Milonga"", ""La Puñalada"" and ""Desde el Alma"", composed by notable Montevideo musicians such as Gerardo Matos Rodríguez, Pintín Castellanos and Rosita Melo. Tango is deeply ingrained in the cultural life of the city and is the theme for many of the bars and restaurants in the city. Fun Fun' Bar, established in 1935, is one of the most important places for tango in Uruguay as is El Farolito, located in the old part of the city and Joventango, Café Las Musas, Garufa and Vieja Viola. The city is also home to the Montevideo Jazz Festival and has the Bancaria Jazz Club bar catering for jazz enthusiasts."",

answer the following question. Note that the answer is present within the text.

Question: What did Rosita Melo create? ",p3_train,0
"
Given the following passage

""According to Capitol Record's A&R, Joe Weinberger, he was approached by West and almost signed a deal with him, but another person in the company convinced Capitol's president not to. Desperate to keep West from defecting to another label, then-label head Damon Dash reluctantly signed West to Roc-A-Fella Records. Jay-Z later admitted that Roc-A-Fella was initially reluctant to support West as a rapper, claiming that many saw him as a producer first and foremost, and that his background contrasted with that of his labelmates."",

answer the following question. Note that the answer is present within the text.

Question: Why didn't Roc-A-Fella want to sign West? ",p3_train,0
"
Given the following passage

""The International Association for the Study of Pain advocates that the relief of pain should be recognized as a human right, that chronic pain should be considered a disease in its own right, and that pain medicine should have the full status of a specialty. It is a specialty only in China and Australia at this time. Elsewhere, pain medicine is a subspecialty under disciplines such as anesthesiology, physiatry, neurology, palliative medicine and psychiatry. In 2011, Human Rights Watch alerted that tens of millions of people worldwide are still denied access to inexpensive medications for severe pain."",

answer the following question. Note that the answer is present within the text.

Question: Who shouldn't have to feel pain? ",p3_train,0
"
Given the following passage

""In 1925, 78.26 rpm was chosen as the standard because of the introduction of the electrically powered synchronous turntable motor. This motor ran at 3600 rpm, such that a 46:1 gear ratio would produce 78.26 rpm. In parts of the world that used 50 Hz current, the standard was 77.92 rpm (3,000 rpm with a 77:2 ratio), which was also the speed at which a strobe disc with 77 lines would ""stand still"" in 50 Hz light (92 lines for 60 Hz). After World War II these records were retroactively known as 78s, to distinguish them from other newer disc record formats. Earlier they were just called records, or when there was a need to distinguish them from cylinders, disc records."",

answer the following question. Note that the answer is present within the text.

Question: What was an indication of the time period of the standards? ",p3_train,0
"
Given the following passage

""In the Roman Catholic Church, obstinate and willful manifest heresy is considered to spiritually cut one off from the Church, even before excommunication is incurred. The Codex Justinianus (1:5:12) defines ""everyone who is not devoted to the Catholic Church and to our Orthodox holy Faith"" a heretic. The Church had always dealt harshly with strands of Christianity that it considered heretical, but before the 11th century these tended to centre around individual preachers or small localised sects, like Arianism, Pelagianism, Donatism, Marcionism and Montanism. The diffusion of the almost Manichaean sect of Paulicians westwards gave birth to the famous 11th and 12th century heresies of Western Europe. The first one was that of Bogomils in modern day Bosnia, a sort of sanctuary between Eastern and Western Christianity. By the 11th century, more organised groups such as the Patarini, the Dulcinians, the Waldensians and the Cathars were beginning to appear in the towns and cities of northern Italy, southern France and Flanders."",

answer the following question. Note that the answer is present within the text.

Question: The bottom part of which country saw the immigration of Christian sects? ",p3_train,0
"
Given the following passage

""In 1454 King Casimir IV granted the Nieszawa Statutes (Polish: ""statuty cerkwicko-nieszawskie""), clarifying the legal basis of voivodship sejmiks (local parliaments). The king could promulgate new laws, raise taxes, or call for a levée en masse (pospolite ruszenie) only with the consent of the sejmiks, and the nobility were protected from judicial abuses. The Nieszawa Statutes also curbed the power of the magnates, as the Sejm (national parliament) received the right to elect many officials, including judges, voivods and castellans. These privileges were demanded by the szlachta as a compensation for their participation in the Thirteen Years' War."",

answer the following question. Note that the answer is present within the text.

Question: What was the importance of the sejmiks? ",p3_train,0
"
Given the following passage

""Socioeconomic factors, in combination with early but enduring views of race, have led to considerable suffering within disadvantaged racial groups. Racial discrimination often coincides with racist mindsets, whereby the individuals and ideologies of one group come to perceive the members of an outgroup as both racially defined and morally inferior. As a result, racial groups possessing relatively little power often find themselves excluded or oppressed, while hegemonic individuals and institutions are charged with holding racist attitudes. Racism has led to many instances of tragedy, including slavery and genocide."",

answer the following question. Note that the answer is present within the text.

Question: Who does racism affect negatively? ",p3_train,0
"
Given the following passage

""Samuel Adelstein described the Lombardi mandolin in 1893 as wider and shorter than the Neapolitan mandolin, with a shallower back and a shorter and wider neck, with six single strings to the regular mandolin's set of 4. The Lombardi was tuned C, D, A, E, B, G. The strings were fastened to the bridge like a guitar's. There were 20 frets, covering three octaves, with an additional 5 notes. When Adelstein wrote, there were no nylon strings, and the gut and single strings ""do not vibrate so clearly and sweetly as the double steel string of the Neapolitan."""",

answer the following question. Note that the answer is present within the text.

Question: what type of string is mentioned third to last? ",p3_train,0
"
Given the following passage

""Beginning in 2005, the CBC has contributed production funds for the BBC Wales revival of Doctor Who, for which it received a special credit at the end of each episode. This arrangement continued until the end of fourth season, broadcast in 2008. The CBC similarly contributed to the first season of the spin-off series, Torchwood. More recently, the network has also begun picking up Canadian rights to some Australian series, including the drama series Janet King and Love Child, and the comedy-drama series Please Like Me."",

answer the following question. Note that the answer is present within the text.

Question: __ was shot mostly in Bankstown. ",p3_train,0
"
Given the following passage

""The city generally has a climate with warm days followed by cool nights and mornings. Unpredictable weather is expected, given that temperatures can drop to 1 °C (34 °F) or less during the winter. During a 2013 cold front, the winter temperatures of Kathmandu dropped to −4 °C (25 °F), and the lowest temperature was recorded on January 10, 2013, at −9.2 °C (15.4 °F). Rainfall is mostly monsoon-based (about 65% of the total concentrated during the monsoon months of June to August), and decreases substantially (100 to 200 cm (39 to 79 in)) from eastern Nepal to western Nepal. Rainfall has been recorded at about 1,400 millimetres (55.1 in) for the Kathmandu valley, and averages 1,407 millimetres (55.4 in) for the city of Kathmandu. On average humidity is 75%. The chart below is based on data from the Nepal Bureau of Standards & Meteorology, ""Weather Meteorology"" for 2005. The chart provides minimum and maximum temperatures during each month. The annual amount of precipitation was 1,124 millimetres (44.3 in) for 2005, as per monthly data included in the table above. The decade of 2000-2010 saw highly variable and unprecedented precipitation anomalies in Kathmandu. This was mostly due to the annual variation of the southwest monsoon.[citation needed] For example, 2003 was the wettest year ever in Kathmandu, totalling over 2,900 mm (114 in) of precipitation due to an exceptionally strong monsoon season. In contrast, 2001 recorded only 356 mm (14 in) of precipitation due to an extraordinarily weak monsoon season."",

answer the following question. Note that the answer is present within the text.

Question: What happened in Nepal's captial during 2013? ",p3_train,0
"
Given the following passage

""A healthy, and legal, publishing industry existed throughout Europe, although established publishers and book sellers occasionally ran afoul of the law. The Encyclopédie, for example, condemned not only by the King but also by Clement XII, nevertheless found its way into print with the help of the aforementioned Malesherbes and creative use of French censorship law. But many works were sold without running into any legal trouble at all. Borrowing records from libraries in England, Germany and North America indicate that more than 70 percent of books borrowed were novels. Less than 1 percent of the books were of a religious nature, indicating the general trend of declining religiosity."",

answer the following question. Note that the answer is present within the text.

Question: Which record was not from the publishing continent of origin? ",p3_train,0
"
Given the following passage

""They can also be armed with non-lethal (more accurately known as ""less than lethal"" or ""less-lethal"") weaponry, particularly for riot control. Non-lethal weapons include batons, tear gas, riot control agents, rubber bullets, riot shields, water cannons and electroshock weapons. Police officers often carry handcuffs to restrain suspects. The use of firearms or deadly force is typically a last resort only to be used when necessary to save human life, although some jurisdictions (such as Brazil) allow its use against fleeing felons and escaped convicts. A ""shoot-to-kill"" policy was recently introduced in South Africa, which allows police to use deadly force against any person who poses a significant threat to them or civilians. With the country having one of the highest rates of violent crime, president Jacob Zuma states that South Africa needs to handle crime differently from other countries."",

answer the following question. Note that the answer is present within the text.

Question: How are large groups managed? ",p3_train,0
